"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume"
"125",125,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,1,10,0,0,0,0,0,0,0,0,0,0,60,60,0,23,71,120,214,0.107476635514019,0.331775700934579,0.560747663551402,0,0,0,0,0,0,0,0,0,0,0,0,"CT",15,0.78107258275832,0.669187145557656,0.474112279309661,0.5
"126",126,5,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,22,61,120,203,0.108374384236453,0.300492610837438,0.591133004926108,0,0,1,1,0,1,1,1,1,1,1,8,"8",15,0.77978111577568,0.640495867768595,0.542864821284601,0.5
"127",127,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,26,61,120,207,0.1256038647343,0.294685990338164,0.579710144927536,0,0,0,0,0,0,0,1,0,0,0,1,"A",14,0.786482765058695,0.707100591715976,0.529427573233002,0.5
"128",128,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,1,0,0,0,0,60,50,0,24,76,110,210,0.114285714285714,0.361904761904762,0.523809523809524,0,0,0,1,0,0,0,0,0,0,1,2,"2",13,0.796553287981859,0.659722222222222,0.536703601108033,0.495867768595041
"129",129,0,0,0,0,0,0,0,0,0,5,60,0,0,0,1,0,1,0,10,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,31,80,110,221,0.14027149321267,0.361990950226244,0.497737556561086,0,1,0,0,1,0,0,1,0,1,0,4,"4",14,0.793759341536824,0.715920915712799,0.421875,0.495867768595041
"130",130,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,50,40,0,25,90,90,205,0.121951219512195,0.439024390243902,0.439024390243902,0,1,1,1,1,1,1,1,1,1,1,10,"10",12,0.80138013087448,0.6848,0.5,0.493827160493827
"131",131,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,40,0,21,81,100,202,0.103960396039604,0.400990099009901,0.495049504950495,0,0,0,0,0,0,0,1,0,0,0,1,"A",13,0.776394471130281,0.607709750566893,0.428288370675202,0.48
"132",132,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,21,36,110,167,0.125748502994012,0.215568862275449,0.658682634730539,0,0,1,0,0,0,0,0,0,0,0,1,"N",12,0.756212126644914,0.607709750566893,0.594135802469136,0.495867768595041
"133",133,0,0,0,0,0,0,0,0,0,5,20,0,0,0,1,0,5,0,10,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,35,55,120,210,0.166666666666667,0.261904761904762,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,"CT",14,0.81015873015873,0.757551020408163,0.710743801652893,0.5
"134",134,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,10,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,30,0,29,60,90,179,0.162011173184358,0.335195530726257,0.502793296089385,0,0,1,0,0,0,0,0,0,0,0,1,"N",12,0.815205517930152,0.677764565992866,0.680555555555556,0.444444444444444
"135",135,1,0,0,0,0,0,0,0,0,5,40,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,61,120,202,0.103960396039604,0.301980198019802,0.594059405940594,0,0,0,0,0,0,0,0,0,0,1,1,"SF",14,0.77761984119204,0.607709750566893,0.542864821284601,0.5
"136",136,0,0,0,0,0,0,0,0,0,5,40,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,60,50,0,22,65,110,197,0.111675126903553,0.32994923857868,0.558375634517767,0,0,0,0,1,0,0,0,0,0,0,1,"HM",14,0.792599654719266,0.640495867768595,0.579881656804734,0.495867768595041
"137",137,1,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,70,60,0,22,62,130,214,0.102803738317757,0.289719626168224,0.607476635514019,0,0,0,0,0,0,0,0,0,1,0,1,"AF",15,0.772338195475587,0.640495867768595,0.544224765868887,0.497041420118343
"138",138,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,61,120,202,0.103960396039604,0.301980198019802,0.594059405940594,0,0,1,1,0,1,0,1,0,1,1,6,"6",13,0.78619743162435,0.607709750566893,0.636925557645794,0.5
"139",139,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,1,1,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,60,60,0,26,62,120,208,0.125,0.298076923076923,0.576923076923077,0,0,0,0,0,0,0,0,1,0,0,1,"I",15,0.788507766272189,0.707100591715976,0.544224765868887,0.5
"140",140,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,40,0,20,60,100,180,0.111111111111111,0.333333333333333,0.555555555555556,0,1,1,1,1,1,1,1,0,0,1,8,"8",12,0.781728395061728,0.57,0.527777777777778,0.48
"141",141,1,0,0,1,0,0,0,0,0,5,50,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,50,40,0,22,77,90,189,0.116402116402116,0.407407407407407,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,"CT",16,0.805408583186361,0.640495867768595,0.548490470568393,0.493827160493827
"142",142,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,1,0,0,0,0,50,30,0,21,82,80,183,0.114754098360656,0.448087431693989,0.437158469945355,0,1,1,1,1,0,1,1,1,1,0,8,"8",14,0.781271462271193,0.607709750566893,0.441998810232005,0.46875
"143",143,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,5,0,0,1,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,70,70,0,25,48,140,213,0.117370892018779,0.225352112676056,0.657276995305164,0,1,1,1,1,1,1,1,1,1,1,10,"10",14,0.761400956600322,0.6848,0.640625,0.5
"144",144,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,5,0,10,0,0,0,1,0,5,1,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,30,0,35,37,90,162,0.216049382716049,0.228395061728395,0.555555555555556,0,0,0,0,0,0,0,1,0,0,0,1,"A",14,0.797134583142814,0.757551020408163,0.615047479912345,0.444444444444444
"145",145,5,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,0,0,20,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,1,5,0,0,0,0,0,0,0,0,0,0,60,50,0,40,91,110,241,0.16597510373444,0.377593360995851,0.45643153526971,0,0,0,0,0,0,0,0,1,0,0,1,"I",15,0.833456724229955,0.6425,0.63760415408767,0.495867768595041
"146",146,10,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,22,66,110,198,0.111111111111111,0.333333333333333,0.555555555555556,0,0,1,0,0,0,0,0,0,0,0,1,"N",15,0.794663809815325,0.640495867768595,0.59228650137741,0.495867768595041
"147",147,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,1,0,10,0,0,0,0,0,0,0,0,0,0,60,40,0,25,51,100,176,0.142045454545455,0.289772727272727,0.568181818181818,0,0,0,0,1,0,0,1,0,1,1,4,"4",13,0.791838842975207,0.6848,0.595924644367551,0.48
"148",148,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,1,1,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,1,5,0,0,0,0,0,0,0,0,0,0,60,50,0,20,72,110,202,0.099009900990099,0.356435643564356,0.544554455445545,0,0,0,0,0,0,0,0,0,0,0,0,"CT",14,0.800901872365454,0.57,0.642746913580247,0.495867768595041
"149",149,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,21,56,110,187,0.112299465240642,0.299465240641711,0.588235294117647,0,1,0,0,0,1,1,0,1,0,0,4,"4",13,0.772684377591581,0.607709750566893,0.465561224489796,0.495867768595041
"150",150,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,70,0,23,37,130,190,0.121052631578947,0.194736842105263,0.68421052631579,0,0,0,0,0,0,1,0,0,0,0,1,"S",15,0.745096952908587,0.669187145557656,0.615047479912345,0.497041420118343
"151",151,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,60,40,0,26,81,100,207,0.1256038647343,0.391304347826087,0.483091787439614,0,1,1,1,0,1,0,1,1,1,1,8,"8",14,0.805152979066023,0.707100591715976,0.5502210028959,0.48
"152",152,0,0,0,0,0,0,0,0,0,10,60,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,10,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,26,85,80,191,0.136125654450262,0.445026178010471,0.418848167539267,0,0,0,1,0,0,0,0,0,0,0,1,"D",13,0.796524218086127,0.633136094674556,0.477508650519031,0.46875
"153",153,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,50,50,0,21,96,100,217,0.0967741935483871,0.442396313364055,0.460829493087558,0,0,0,0,0,1,0,0,0,0,0,1,"MP",13,0.802522882201788,0.607709750566893,0.552300347222222,0.5
"154",154,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,60,60,0,20,58,120,198,0.101010101010101,0.292929292929293,0.606060606060606,0,0,0,0,0,0,0,1,0,0,0,1,"A",13,0.77808386899296,0.57,0.605231866825208,0.5
"155",1,0,0,0,0,0,1,0,0,0,5,80,0,1,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,1,10,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,5,0,0,10,5,0,30,110,15,155,0.193548387096774,0.709677419354839,0.0967741935483871,1,0,1,0,0,0,0,0,0,0,0,1,"N",17,0.712591050988554,0.777777777777778,0.456198347107438,0.444444444444444
"156",2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,20,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,30,5,0,60,50,35,145,0.413793103448276,0.344827586206897,0.241379310344828,1,0,0,0,0,0,0,0,1,0,0,1,"I",10,0.851367419738407,0.625,0.66,0.244897959183674
"157",3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,1,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,5,0,0,30,5,0,31,50,35,116,0.267241379310345,0.431034482758621,0.301724137931034,1,0,0,0,0,0,0,0,0,1,0,1,"AF",14,0.871730083234245,0.790842872008325,0.76,0.244897959183674
"158",4,0,0,0,0,0,0,0,0,0,5,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,5,20,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,45,76,45,166,0.271084337349398,0.457831325301205,0.271084337349398,1,0,0,0,0,0,0,0,0,1,0,1,"AF",12,0.786761503846712,0.71604938271605,0.363573407202216,0.197530864197531
"159",5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,38,0,64,0.40625,0.59375,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",10,0.73046875,0.739644970414201,0.357340720221606,NA
"160",6,0,0,0,0,0,0,0,0,0,5,60,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,30,71,10,111,0.27027027027027,0.63963963963964,0.0900900900900901,1,0,1,0,0,0,0,0,0,0,0,1,"N",11,0.683386088791494,0.777777777777778,0.275738940686372,0.5
"161",7,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,5,0,1,0,0,0,0,0,5,1,0,5,0,0,36,62,5,103,0.349514563106796,0.601941747572815,0.0485436893203883,1,1,0,0,0,0,0,0,0,0,0,1,"W",14,0.811198039400509,0.787037037037037,0.557232049947971,0
"162",8,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,41,10,66,0.227272727272727,0.621212121212121,0.151515151515152,1,0,0,1,0,0,0,0,0,0,0,1,"D",8,0.741505968778696,0.666666666666667,0.434265318262939,0
"163",9,0,0,0,0,0,0,0,1,0,1,40,0,0,0,5,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,0,5,5,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,21,55,5,81,0.259259259259259,0.679012345679012,0.0617283950617284,1,1,0,0,0,0,0,0,0,0,0,1,"W",14,0.728547477518671,0.770975056689342,0.452892561983471,0
"164",10,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,0,56,0.357142857142857,0.642857142857143,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",7,0.672831632653061,0.75,0.285493827160494,NA
"165",11,0,0,0,0,0,0,0,0,0,1,40,0,0,0,5,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,10,5,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,10,5,0,25,65,15,105,0.238095238095238,0.619047619047619,0.142857142857143,1,1,0,0,0,0,0,0,0,1,0,2,"2",13,0.79092970521542,0.72,0.525443786982248,0.444444444444444
"166",12,0,0,0,0,0,1,0,0,0,1,40,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,10,5,0,0,0,0,10,0,10,0,0,5,0,0,0,0,0,1,0,1,0,0,30,10,1,40,64,41,145,0.275862068965517,0.441379310344828,0.282758620689655,1,0,0,0,0,1,0,0,0,0,0,1,"MP",16,0.852318668252081,0.78125,0.57177734375,0.404521118381916
"167",13,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,20,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,10,5,0,40,44,15,99,0.404040404040404,0.444444444444444,0.151515151515152,1,0,0,1,0,0,0,1,0,0,0,2,"2",13,0.833792470156106,0.6875,0.481404958677686,0.444444444444444
"168",14,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,30,20,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,50,0,125,0.6,0.4,0,1,1,1,0,1,0,1,1,1,1,1,8,"8",10,0.8384,0.728888888888889,0.6,NA
"169",15,0,0,0,0,0,0,0,0,0,1,40,0,0,0,10,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,36,47,6,89,0.404494382022472,0.528089887640449,0.0674157303370786,1,0,0,1,1,0,1,1,0,0,0,4,"4",11,0.750157808357531,0.748456790123457,0.263467632412857,0.277777777777778
"170",16,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,20,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,5,0,60,45,15,120,0.5,0.375,0.125,1,0,0,0,1,0,1,0,1,0,1,4,"4",11,0.857638888888889,0.736111111111111,0.518518518518519,0.444444444444444
"171",17,0,0,0,0,0,0,0,0,0,1,40,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,30,20,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,65,53,15,133,0.488721804511278,0.398496240601504,0.112781954887218,1,0,0,0,0,1,0,0,0,0,0,1,"MP",12,0.818927016790095,0.674556213017751,0.3937344250623,0.444444444444444
"172",18,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,30,65,10,105,0.285714285714286,0.619047619047619,0.0952380952380952,1,0,0,1,1,0,0,0,0,0,0,2,"2",11,0.743764172335601,0.777777777777778,0.390532544378698,0.5
"173",19,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,20,42,5,67,0.298507462686567,0.626865671641791,0.0746268656716418,1,1,0,0,0,0,0,0,0,0,0,1,"W",10,0.760080196034752,0.75,0.46031746031746,0
"174",20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,0,0,0,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,50,61,5,116,0.431034482758621,0.525862068965517,0.0431034482758621,1,1,0,0,1,1,0,1,1,1,0,6,"6",9,0.745392390011891,0.66,0.314431604407417,0
"175",21,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,46,70,5,121,0.380165289256198,0.578512396694215,0.0413223140495868,1,0,0,0,0,0,0,0,1,0,0,1,"I",10,0.709650980124308,0.727788279773157,0.255102040816327,0
"176",22,0,0,0,0,0,1,0,1,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,5,5,0,25,64,10,99,0.252525252525253,0.646464646464647,0.101010101010101,1,0,0,0,0,0,1,0,0,0,0,1,"S",16,0.80828486889093,0.8,0.583984375,0.5
"177",23,0,0,0,0,0,0,0,0,0,0,40,1,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,40,20,0,35,61,60,156,0.224358974358974,0.391025641025641,0.384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.836620644312952,0.775510204081633,0.542864821284601,0.444444444444444
"178",24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,20,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,71,0.845070422535211,0.154929577464789,0,1,1,1,1,1,1,0,0,1,1,1,8,"8",8,0.801428288038088,0.75,0.165289256198347,NA
"179",25,0,0,0,0,0,0,0,0,0,1,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,10,10,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,40,68,15,123,0.32520325203252,0.552845528455285,0.121951219512195,1,0,1,0,0,0,0,0,0,0,0,1,"N",12,0.728798995307026,0.78125,0.215397923875432,0.444444444444444
"180",26,0,0,0,0,0,5,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,20,85,25,130,0.153846153846154,0.653846153846154,0.192307692307692,1,0,0,0,0,0,0,0,0,0,0,0,"CT",11,0.745562130177515,0.75,0.477508650519031,0.32
"181",27,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,20,5,0,35,46,25,106,0.330188679245283,0.433962264150943,0.235849056603774,1,0,0,0,0,0,0,0,0,0,0,0,"CT",11,0.846386614453542,0.775510204081633,0.515122873345936,0.32
"182",28,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,70,5,110,0.318181818181818,0.636363636363636,0.0454545454545455,1,0,0,0,0,0,0,0,1,0,0,1,"I",9,0.673553719008265,0.775510204081633,0.255102040816327,0
"183",29,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,30,47,5,82,0.365853658536585,0.573170731707317,0.0609756097560976,1,1,0,0,0,0,0,0,0,0,0,1,"W",9,0.776621058893516,0.5,0.535083748302399,0
"184",30,0,0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,20,61,10,91,0.21978021978022,0.67032967032967,0.10989010989011,1,0,0,0,1,0,0,0,0,0,0,1,"HM",9,0.667793744716822,0.75,0.314431604407417,0
"185",31,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,5,0,0,30,36,5,71,0.422535211267606,0.507042253521127,0.0704225352112676,1,0,0,0,0,0,1,0,0,0,0,1,"S",11,0.860940289625074,0.777777777777778,0.632716049382716,0
"186",32,0,0,0,0,0,0,0,1,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,30,51,5,86,0.348837209302326,0.593023255813954,0.0581395348837209,1,0,0,1,0,0,1,1,1,1,1,6,"6",11,0.827474310438075,0.722222222222222,0.615148019992311,0
"187",33,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0,25,60,10,95,0.263157894736842,0.631578947368421,0.105263157894737,1,0,1,1,1,0,1,1,0,1,0,6,"6",11,0.786703601108033,0.72,0.527777777777778,0.5
"188",34,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,20,5,50,0.5,0.4,0.1,1,1,1,1,1,1,1,1,1,1,1,10,"10",8,0.86,0.72,0.625,0
