"year","remark","Lv","Lv_numeric","value","response","response_label"
"2022","A",1,1,190,"biomass","Plant biomass"
"2023","N",1,1,454.7,"biomass","Plant biomass"
"2023","I",1,1,567.4,"biomass","Plant biomass"
"2023","AF",1,1,472,"biomass","Plant biomass"
"2023","AF",1,1,483,"biomass","Plant biomass"
"2023","10",10,10,251.5,"biomass","Plant biomass"
"2023","N",1,1,286.7,"biomass","Plant biomass"
"2023","W",1,1,220.9,"biomass","Plant biomass"
"2023","D",1,1,354.9,"biomass","Plant biomass"
"2023","W",1,1,248.5,"biomass","Plant biomass"
"2023","10",10,10,332.1,"biomass","Plant biomass"
"2023","2",2,2,257.4,"biomass","Plant biomass"
"2023","MP",1,1,367.8,"biomass","Plant biomass"
"2023","2",2,2,326.6,"biomass","Plant biomass"
"2023","8",8,8,291.5,"biomass","Plant biomass"
"2023","4",4,4,323.7,"biomass","Plant biomass"
"2023","4",4,4,230.5,"biomass","Plant biomass"
"2023","MP",1,1,326.1,"biomass","Plant biomass"
"2023","2",2,2,401.5,"biomass","Plant biomass"
"2023","W",1,1,138.8,"biomass","Plant biomass"
"2023","6",6,6,121.8,"biomass","Plant biomass"
"2023","I",1,1,325.2,"biomass","Plant biomass"
"2023","S",1,1,209.7,"biomass","Plant biomass"
"2023","CT",0,0,402.2,"biomass","Plant biomass"
"2023","8",8,8,226.4,"biomass","Plant biomass"
"2023","N",1,1,438.3,"biomass","Plant biomass"
"2023","CT",0,0,445.8,"biomass","Plant biomass"
"2023","CT",0,0,223.4,"biomass","Plant biomass"
"2023","I",1,1,206,"biomass","Plant biomass"
"2023","W",1,1,194.5,"biomass","Plant biomass"
"2023","HM",1,1,392.8,"biomass","Plant biomass"
"2023","S",1,1,226.8,"biomass","Plant biomass"
"2023","6",6,6,223.1,"biomass","Plant biomass"
"2023","6",6,6,166.4,"biomass","Plant biomass"
"2023","10",10,10,243.1,"biomass","Plant biomass"
"2023","8",8,8,250.4,"biomass","Plant biomass"
"2023","HM",1,1,433.4,"biomass","Plant biomass"
"2023","4",4,4,293.9,"biomass","Plant biomass"
"2023","6",6,6,90.9,"biomass","Plant biomass"
"2023","I",1,1,340.9,"biomass","Plant biomass"
"2023","CT",0,0,328.6,"biomass","Plant biomass"
"2023","CT",0,0,469.3,"biomass","Plant biomass"
"2023","MP",1,1,626,"biomass","Plant biomass"
"2023","S",1,1,351.7,"biomass","Plant biomass"
"2023","MP",1,1,410.4,"biomass","Plant biomass"
"2023","W",1,1,257.2,"biomass","Plant biomass"
"2023","CT",0,0,339.5,"biomass","Plant biomass"
"2023","4",4,4,393.3,"biomass","Plant biomass"
"2023","CT",0,0,367.7,"biomass","Plant biomass"
"2023","10",10,10,189.7,"biomass","Plant biomass"
"2023","2",2,2,278.8,"biomass","Plant biomass"
"2023","8",8,8,386.1,"biomass","Plant biomass"
"2023","D",1,1,357,"biomass","Plant biomass"
"2023","SF",1,1,458.7,"biomass","Plant biomass"
"2023","2",2,2,469.4,"biomass","Plant biomass"
"2023","AF",1,1,375.7,"biomass","Plant biomass"
"2023","SF",1,1,267.2,"biomass","Plant biomass"
"2023","2",2,2,331.8,"biomass","Plant biomass"
"2023","6",6,6,228,"biomass","Plant biomass"
"2023","2",2,2,237.7,"biomass","Plant biomass"
"2023","SF",1,1,326.9,"biomass","Plant biomass"
"2023","4",4,4,282.3,"biomass","Plant biomass"
"2023","D",1,1,248.3,"biomass","Plant biomass"
"2023","AF",1,1,565.7,"biomass","Plant biomass"
"2023","10",10,10,441.3,"biomass","Plant biomass"
"2023","8",8,8,409.8,"biomass","Plant biomass"
"2023","SF",1,1,393.3,"biomass","Plant biomass"
"2023","10",10,10,136.6,"biomass","Plant biomass"
"2023","N",1,1,433.8,"biomass","Plant biomass"
"2023","HM",1,1,417.4,"biomass","Plant biomass"
"2023","AF",1,1,363.9,"biomass","Plant biomass"
"2023","I",1,1,489.6,"biomass","Plant biomass"
"2023","SF",1,1,476.2,"biomass","Plant biomass"
"2023","W",1,1,261.1,"biomass","Plant biomass"
"2023","W",1,1,269.7,"biomass","Plant biomass"
"2023","S",1,1,362.6,"biomass","Plant biomass"
"2023","4",4,4,397,"biomass","Plant biomass"
"2023","D",1,1,327.1,"biomass","Plant biomass"
"2023","2",2,2,378.5,"biomass","Plant biomass"
"2023","AF",1,1,322.4,"biomass","Plant biomass"
"2023","W",1,1,187.3,"biomass","Plant biomass"
"2023","2",2,2,453,"biomass","Plant biomass"
"2023","10",10,10,305.9,"biomass","Plant biomass"
"2023","A",1,1,453.1,"biomass","Plant biomass"
"2023","2",2,2,362.1,"biomass","Plant biomass"
"2023","8",8,8,301.2,"biomass","Plant biomass"
"2023","D",1,1,370.2,"biomass","Plant biomass"
"2023","S",1,1,492.1,"biomass","Plant biomass"
"2023","HM",1,1,417.5,"biomass","Plant biomass"
"2023","CT",0,0,417.8,"biomass","Plant biomass"
"2023","6",6,6,200.8,"biomass","Plant biomass"
"2023","I",1,1,277.5,"biomass","Plant biomass"
"2023","A",1,1,424.3,"biomass","Plant biomass"
"2023","MP",1,1,579.9,"biomass","Plant biomass"
"2023","AF",1,1,401.3,"biomass","Plant biomass"
"2023","4",4,4,377.6,"biomass","Plant biomass"
"2023","SF",1,1,379.2,"biomass","Plant biomass"
"2023","6",6,6,436.6,"biomass","Plant biomass"
"2023","MP",1,1,480.1,"biomass","Plant biomass"
"2023","6",6,6,339.7,"biomass","Plant biomass"
"2023","CT",0,0,581,"biomass","Plant biomass"
"2023","10",10,10,135.4,"biomass","Plant biomass"
"2023","4",4,4,400,"biomass","Plant biomass"
"2023","N",1,1,559.3,"biomass","Plant biomass"
"2023","6",6,6,581.2,"biomass","Plant biomass"
"2023","A",1,1,512.4,"biomass","Plant biomass"
"2023","10",10,10,425.7,"biomass","Plant biomass"
"2023","10",10,10,248.8,"biomass","Plant biomass"
"2023","S",1,1,429.6,"biomass","Plant biomass"
"2023","SF",1,1,493.8,"biomass","Plant biomass"
"2023","D",1,1,417.5,"biomass","Plant biomass"
"2023","A",1,1,596,"biomass","Plant biomass"
"2023","2",2,2,489.4,"biomass","Plant biomass"
"2023","HM",1,1,461.8,"biomass","Plant biomass"
"2023","4",4,4,397.6,"biomass","Plant biomass"
"2023","8",8,8,364,"biomass","Plant biomass"
"2023","8",8,8,291.2,"biomass","Plant biomass"
"2023","HM",1,1,522,"biomass","Plant biomass"
"2023","CT",0,0,401.5,"biomass","Plant biomass"
"2023","S",1,1,378.2,"biomass","Plant biomass"
"2023","MP",1,1,313.3,"biomass","Plant biomass"
"2023","6",6,6,524,"biomass","Plant biomass"
"2023","HM",1,1,423.3,"biomass","Plant biomass"
"2023","D",1,1,373.8,"biomass","Plant biomass"
"2023","6",6,6,334.9,"biomass","Plant biomass"
"2023","CT",0,0,586.3,"biomass","Plant biomass"
"2023","8",8,8,492.7,"biomass","Plant biomass"
"2023","A",1,1,618.5,"biomass","Plant biomass"
"2023","2",2,2,424.2,"biomass","Plant biomass"
"2023","4",4,4,251.1,"biomass","Plant biomass"
"2023","10",10,10,215.1,"biomass","Plant biomass"
"2023","A",1,1,490.9,"biomass","Plant biomass"
"2023","N",1,1,492.4,"biomass","Plant biomass"
"2023","CT",0,0,485.5,"biomass","Plant biomass"
"2023","N",1,1,546.6,"biomass","Plant biomass"
"2023","SF",1,1,635.1,"biomass","Plant biomass"
"2023","HM",1,1,691,"biomass","Plant biomass"
"2023","AF",1,1,694.5,"biomass","Plant biomass"
"2023","6",6,6,568.6,"biomass","Plant biomass"
"2023","I",1,1,412.6,"biomass","Plant biomass"
"2023","8",8,8,363.1,"biomass","Plant biomass"
"2023","CT",0,0,381.5,"biomass","Plant biomass"
"2023","8",8,8,366.1,"biomass","Plant biomass"
"2023","10",10,10,229.1,"biomass","Plant biomass"
"2023","A",1,1,687.5,"biomass","Plant biomass"
"2023","I",1,1,753.3,"biomass","Plant biomass"
"2023","N",1,1,759.9,"biomass","Plant biomass"
"2023","4",4,4,665.4,"biomass","Plant biomass"
"2023","CT",0,0,757.4,"biomass","Plant biomass"
"2023","4",4,4,301.5,"biomass","Plant biomass"
"2023","S",1,1,429,"biomass","Plant biomass"
"2023","8",8,8,411.9,"biomass","Plant biomass"
"2023","D",1,1,333.4,"biomass","Plant biomass"
"2023","MP",1,1,595.3,"biomass","Plant biomass"
"2023","A",1,1,540.2,"biomass","Plant biomass"
"2024","N",1,1,712.8,"biomass","Plant biomass"
"2024","I",1,1,889.3,"biomass","Plant biomass"
"2024","AF",1,1,769.7,"biomass","Plant biomass"
"2024","AF",1,1,698.1,"biomass","Plant biomass"
"2024","10",10,10,471.2,"biomass","Plant biomass"
"2024","N",1,1,638.3,"biomass","Plant biomass"
"2024","W",1,1,444.3,"biomass","Plant biomass"
"2024","D",1,1,635,"biomass","Plant biomass"
"2024","W",1,1,425.1,"biomass","Plant biomass"
"2024","10",10,10,515.4,"biomass","Plant biomass"
"2024","2",2,2,342.4,"biomass","Plant biomass"
"2024","MP",1,1,770.4,"biomass","Plant biomass"
"2024","2",2,2,662,"biomass","Plant biomass"
"2024","8",8,8,646.6,"biomass","Plant biomass"
"2024","4",4,4,634.1,"biomass","Plant biomass"
"2024","4",4,4,354.5,"biomass","Plant biomass"
"2024","MP",1,1,849,"biomass","Plant biomass"
"2024","2",2,2,617.8,"biomass","Plant biomass"
"2024","W",1,1,445.4,"biomass","Plant biomass"
"2024","6",6,6,362.2,"biomass","Plant biomass"
"2024","I",1,1,828.4,"biomass","Plant biomass"
"2024","S",1,1,477.9,"biomass","Plant biomass"
"2024","CT",0,0,846.7,"biomass","Plant biomass"
"2024","8",8,8,620.3,"biomass","Plant biomass"
"2024","N",1,1,844.6,"biomass","Plant biomass"
"2024","CT",0,0,917.9,"biomass","Plant biomass"
"2024","CT",0,0,634.7,"biomass","Plant biomass"
"2024","I",1,1,799.8,"biomass","Plant biomass"
"2024","W",1,1,587.1,"biomass","Plant biomass"
"2024","HM",1,1,796.4,"biomass","Plant biomass"
"2024","S",1,1,716.1,"biomass","Plant biomass"
"2024","6",6,6,443.7,"biomass","Plant biomass"
"2024","6",6,6,585.7,"biomass","Plant biomass"
"2024","10",10,10,598.1,"biomass","Plant biomass"
"2024","8",8,8,503.8,"biomass","Plant biomass"
"2024","HM",1,1,673.5,"biomass","Plant biomass"
"2024","4",4,4,736.6,"biomass","Plant biomass"
"2024","6",6,6,342.7,"biomass","Plant biomass"
"2024","I",1,1,587,"biomass","Plant biomass"
"2024","CT",0,0,687.1,"biomass","Plant biomass"
"2024","CT",0,0,643.9,"biomass","Plant biomass"
"2024","MP",1,1,669.9,"biomass","Plant biomass"
"2024","S",1,1,270.4,"biomass","Plant biomass"
"2024","MP",1,1,491.2,"biomass","Plant biomass"
"2024","W",1,1,822.5,"biomass","Plant biomass"
"2024","CT",0,0,907.8,"biomass","Plant biomass"
"2024","4",4,4,559.2,"biomass","Plant biomass"
"2024","CT",0,0,957.7,"biomass","Plant biomass"
"2024","10",10,10,477,"biomass","Plant biomass"
"2024","2",2,2,877.6,"biomass","Plant biomass"
"2024","8",8,8,477.4,"biomass","Plant biomass"
"2024","D",1,1,617.3,"biomass","Plant biomass"
"2024","SF",1,1,588.1,"biomass","Plant biomass"
"2024","2",2,2,663,"biomass","Plant biomass"
"2024","AF",1,1,531.2,"biomass","Plant biomass"
"2024","SF",1,1,777.4,"biomass","Plant biomass"
"2024","2",2,2,669.9,"biomass","Plant biomass"
"2024","6",6,6,491.7,"biomass","Plant biomass"
"2024","2",2,2,616.7,"biomass","Plant biomass"
"2024","SF",1,1,827.5,"biomass","Plant biomass"
"2024","4",4,4,970.7,"biomass","Plant biomass"
"2024","D",1,1,577,"biomass","Plant biomass"
"2024","AF",1,1,663.7,"biomass","Plant biomass"
"2024","10",10,10,493.5,"biomass","Plant biomass"
"2024","8",8,8,751.3,"biomass","Plant biomass"
"2024","SF",1,1,584.2,"biomass","Plant biomass"
"2024","10",10,10,758.3,"biomass","Plant biomass"
"2024","N",1,1,973.3,"biomass","Plant biomass"
"2024","HM",1,1,890.2,"biomass","Plant biomass"
"2024","AF",1,1,1088.9,"biomass","Plant biomass"
"2024","I",1,1,1043.3,"biomass","Plant biomass"
"2024","SF",1,1,898.4,"biomass","Plant biomass"
"2024","W",1,1,615.6,"biomass","Plant biomass"
"2024","W",1,1,551.9,"biomass","Plant biomass"
"2024","S",1,1,605.9,"biomass","Plant biomass"
"2024","4",4,4,990.3,"biomass","Plant biomass"
"2024","D",1,1,609.2,"biomass","Plant biomass"
"2024","2",2,2,681.2,"biomass","Plant biomass"
"2024","AF",1,1,988.1,"biomass","Plant biomass"
"2024","W",1,1,536.3,"biomass","Plant biomass"
"2024","2",2,2,1124,"biomass","Plant biomass"
"2024","10",10,10,553.7,"biomass","Plant biomass"
"2024","A",1,1,959.1,"biomass","Plant biomass"
"2024","2",2,2,726.3,"biomass","Plant biomass"
"2024","8",8,8,443,"biomass","Plant biomass"
"2024","D",1,1,719.5,"biomass","Plant biomass"
"2024","S",1,1,679.5,"biomass","Plant biomass"
"2024","HM",1,1,683.8,"biomass","Plant biomass"
"2024","CT",0,0,760.3,"biomass","Plant biomass"
"2024","6",6,6,653.9,"biomass","Plant biomass"
"2024","I",1,1,867.9,"biomass","Plant biomass"
"2024","A",1,1,1358.8,"biomass","Plant biomass"
"2024","MP",1,1,1248.1,"biomass","Plant biomass"
"2024","AF",1,1,956.4,"biomass","Plant biomass"
"2024","4",4,4,368.7,"biomass","Plant biomass"
"2024","SF",1,1,795.9,"biomass","Plant biomass"
"2024","6",6,6,899.6,"biomass","Plant biomass"
"2024","MP",1,1,1024.5,"biomass","Plant biomass"
"2024","6",6,6,784,"biomass","Plant biomass"
"2024","CT",0,0,702.2,"biomass","Plant biomass"
"2024","10",10,10,481,"biomass","Plant biomass"
"2024","4",4,4,637.1,"biomass","Plant biomass"
"2024","N",1,1,1225.1,"biomass","Plant biomass"
"2024","6",6,6,1126.9,"biomass","Plant biomass"
"2024","A",1,1,1100,"biomass","Plant biomass"
"2024","10",10,10,401.1,"biomass","Plant biomass"
"2024","10",10,10,424.7,"biomass","Plant biomass"
"2024","S",1,1,1177.4,"biomass","Plant biomass"
"2024","SF",1,1,920,"biomass","Plant biomass"
"2024","D",1,1,650.5,"biomass","Plant biomass"
"2024","A",1,1,600.6,"biomass","Plant biomass"
"2024","2",2,2,502.9,"biomass","Plant biomass"
"2024","HM",1,1,1104.5,"biomass","Plant biomass"
"2024","4",4,4,606.7,"biomass","Plant biomass"
"2024","8",8,8,791.2,"biomass","Plant biomass"
"2024","8",8,8,426.9,"biomass","Plant biomass"
"2024","HM",1,1,905.7,"biomass","Plant biomass"
"2024","CT",0,0,1022,"biomass","Plant biomass"
"2024","S",1,1,1072,"biomass","Plant biomass"
"2024","MP",1,1,632.5,"biomass","Plant biomass"
"2024","6",6,6,439.6,"biomass","Plant biomass"
"2024","HM",1,1,769.8,"biomass","Plant biomass"
"2024","D",1,1,733.9,"biomass","Plant biomass"
"2024","6",6,6,580.9,"biomass","Plant biomass"
"2024","CT",0,0,1200,"biomass","Plant biomass"
"2024","8",8,8,886.1,"biomass","Plant biomass"
"2024","A",1,1,1155,"biomass","Plant biomass"
"2024","2",2,2,505.8,"biomass","Plant biomass"
"2024","4",4,4,430.6,"biomass","Plant biomass"
"2024","10",10,10,756,"biomass","Plant biomass"
"2024","A",1,1,568.6,"biomass","Plant biomass"
"2024","N",1,1,776,"biomass","Plant biomass"
"2024","CT",0,0,687.8,"biomass","Plant biomass"
"2024","N",1,1,726.1,"biomass","Plant biomass"
"2024","SF",1,1,713.7,"biomass","Plant biomass"
"2024","HM",1,1,927.3,"biomass","Plant biomass"
"2024","AF",1,1,665.2,"biomass","Plant biomass"
"2024","6",6,6,468,"biomass","Plant biomass"
"2024","I",1,1,577.6,"biomass","Plant biomass"
"2024","8",8,8,625.3,"biomass","Plant biomass"
"2024","CT",0,0,957.6,"biomass","Plant biomass"
"2024","8",8,8,661.9,"biomass","Plant biomass"
"2024","10",10,10,354.9,"biomass","Plant biomass"
"2024","A",1,1,690.1,"biomass","Plant biomass"
"2024","I",1,1,830,"biomass","Plant biomass"
"2024","N",1,1,932.2,"biomass","Plant biomass"
"2024","4",4,4,844.2,"biomass","Plant biomass"
"2024","CT",0,0,684.8,"biomass","Plant biomass"
"2024","4",4,4,645.3,"biomass","Plant biomass"
"2024","S",1,1,781.8,"biomass","Plant biomass"
"2024","8",8,8,711.3,"biomass","Plant biomass"
"2024","D",1,1,923.5,"biomass","Plant biomass"
"2024","MP",1,1,876.4,"biomass","Plant biomass"
"2024","A",1,1,920.1,"biomass","Plant biomass"
"2025","N",1,1,233.7,"biomass","Plant biomass"
"2025","I",1,1,258.3,"biomass","Plant biomass"
"2025","AF",1,1,286.2,"biomass","Plant biomass"
"2025","AF",1,1,288.1,"biomass","Plant biomass"
"2025","10",10,10,383.8,"biomass","Plant biomass"
"2025","N",1,1,259.9,"biomass","Plant biomass"
"2025","W",1,1,131.2,"biomass","Plant biomass"
"2025","D",1,1,120.4,"biomass","Plant biomass"
"2025","W",1,1,117.2,"biomass","Plant biomass"
"2025","10",10,10,298.1,"biomass","Plant biomass"
"2025","2",2,2,126.3,"biomass","Plant biomass"
"2025","MP",1,1,229.6,"biomass","Plant biomass"
"2025","2",2,2,237.5,"biomass","Plant biomass"
"2025","8",8,8,280.5,"biomass","Plant biomass"
"2025","4",4,4,363,"biomass","Plant biomass"
"2025","4",4,4,208.4,"biomass","Plant biomass"
"2025","MP",1,1,249.2,"biomass","Plant biomass"
"2025","2",2,2,213.8,"biomass","Plant biomass"
"2025","W",1,1,144.9,"biomass","Plant biomass"
"2025","6",6,6,179,"biomass","Plant biomass"
"2025","I",1,1,241.9,"biomass","Plant biomass"
"2025","S",1,1,188,"biomass","Plant biomass"
"2025","CT",0,0,275,"biomass","Plant biomass"
"2025","8",8,8,238,"biomass","Plant biomass"
"2025","N",1,1,362.4,"biomass","Plant biomass"
"2025","CT",0,0,297.7,"biomass","Plant biomass"
"2025","CT",0,0,195.1,"biomass","Plant biomass"
"2025","I",1,1,239.9,"biomass","Plant biomass"
"2025","W",1,1,221.3,"biomass","Plant biomass"
"2025","HM",1,1,201.4,"biomass","Plant biomass"
"2025","S",1,1,184.9,"biomass","Plant biomass"
"2025","6",6,6,212.9,"biomass","Plant biomass"
"2025","6",6,6,287.6,"biomass","Plant biomass"
"2025","10",10,10,315.2,"biomass","Plant biomass"
"2025","8",8,8,211,"biomass","Plant biomass"
"2025","HM",1,1,328.3,"biomass","Plant biomass"
"2025","4",4,4,497.6,"biomass","Plant biomass"
"2025","6",6,6,191.3,"biomass","Plant biomass"
"2025","I",1,1,298.9,"biomass","Plant biomass"
"2025","CT",0,0,256.8,"biomass","Plant biomass"
"2025","CT",0,0,263.2,"biomass","Plant biomass"
"2025","MP",1,1,225.5,"biomass","Plant biomass"
"2025","S",1,1,167.1,"biomass","Plant biomass"
"2025","MP",1,1,201.9,"biomass","Plant biomass"
"2025","W",1,1,280.4,"biomass","Plant biomass"
"2025","CT",0,0,233.7,"biomass","Plant biomass"
"2025","4",4,4,202.8,"biomass","Plant biomass"
"2025","CT",0,0,213.9,"biomass","Plant biomass"
"2025","10",10,10,242.4,"biomass","Plant biomass"
"2025","2",2,2,249.6,"biomass","Plant biomass"
"2025","8",8,8,268.3,"biomass","Plant biomass"
"2025","D",1,1,403,"biomass","Plant biomass"
"2025","SF",1,1,183,"biomass","Plant biomass"
"2025","2",2,2,158.8,"biomass","Plant biomass"
"2025","AF",1,1,164.2,"biomass","Plant biomass"
"2025","SF",1,1,265.4,"biomass","Plant biomass"
"2025","2",2,2,242.2,"biomass","Plant biomass"
"2025","6",6,6,187.1,"biomass","Plant biomass"
"2025","2",2,2,214.8,"biomass","Plant biomass"
"2025","SF",1,1,176.7,"biomass","Plant biomass"
"2025","4",4,4,304.3,"biomass","Plant biomass"
"2025","D",1,1,157.7,"biomass","Plant biomass"
"2025","AF",1,1,142.9,"biomass","Plant biomass"
"2025","10",10,10,128.9,"biomass","Plant biomass"
"2025","8",8,8,146.4,"biomass","Plant biomass"
"2025","SF",1,1,197.4,"biomass","Plant biomass"
"2025","10",10,10,312.6,"biomass","Plant biomass"
"2025","N",1,1,315.4,"biomass","Plant biomass"
"2025","HM",1,1,256.4,"biomass","Plant biomass"
"2025","AF",1,1,189.7,"biomass","Plant biomass"
"2025","I",1,1,230.9,"biomass","Plant biomass"
"2025","SF",1,1,209.9,"biomass","Plant biomass"
"2025","W",1,1,146.2,"biomass","Plant biomass"
"2025","W",1,1,156.8,"biomass","Plant biomass"
"2025","S",1,1,167.4,"biomass","Plant biomass"
"2025","4",4,4,192.7,"biomass","Plant biomass"
"2025","D",1,1,101.6,"biomass","Plant biomass"
"2025","2",2,2,157.6,"biomass","Plant biomass"
"2025","AF",1,1,238,"biomass","Plant biomass"
"2025","W",1,1,175.2,"biomass","Plant biomass"
"2025","2",2,2,268.5,"biomass","Plant biomass"
"2025","10",10,10,103.9,"biomass","Plant biomass"
"2025","A",1,1,278,"biomass","Plant biomass"
"2025","2",2,2,294,"biomass","Plant biomass"
"2025","8",8,8,164,"biomass","Plant biomass"
"2025","D",1,1,127.9,"biomass","Plant biomass"
"2025","S",1,1,255.7,"biomass","Plant biomass"
"2025","HM",1,1,211.9,"biomass","Plant biomass"
"2025","CT",0,0,230.3,"biomass","Plant biomass"
"2025","6",6,6,130.5,"biomass","Plant biomass"
"2025","I",1,1,285,"biomass","Plant biomass"
"2025","A",1,1,318,"biomass","Plant biomass"
"2025","MP",1,1,379.1,"biomass","Plant biomass"
"2025","AF",1,1,211.8,"biomass","Plant biomass"
"2025","4",4,4,236.9,"biomass","Plant biomass"
"2025","SF",1,1,248.7,"biomass","Plant biomass"
"2025","6",6,6,271,"biomass","Plant biomass"
"2025","MP",1,1,234.6,"biomass","Plant biomass"
"2025","6",6,6,154.9,"biomass","Plant biomass"
"2025","CT",0,0,282.7,"biomass","Plant biomass"
"2025","10",10,10,295.8,"biomass","Plant biomass"
"2025","4",4,4,405.5,"biomass","Plant biomass"
"2025","N",1,1,468,"biomass","Plant biomass"
"2025","6",6,6,299,"biomass","Plant biomass"
"2025","A",1,1,296.1,"biomass","Plant biomass"
"2025","10",10,10,394.2,"biomass","Plant biomass"
"2025","10",10,10,197.2,"biomass","Plant biomass"
"2025","S",1,1,374.5,"biomass","Plant biomass"
"2025","SF",1,1,303.2,"biomass","Plant biomass"
"2025","D",1,1,177.8,"biomass","Plant biomass"
"2025","A",1,1,213.7,"biomass","Plant biomass"
"2025","2",2,2,413.2,"biomass","Plant biomass"
"2025","HM",1,1,229.6,"biomass","Plant biomass"
"2025","4",4,4,299.9,"biomass","Plant biomass"
"2025","8",8,8,193.7,"biomass","Plant biomass"
"2025","8",8,8,180.8,"biomass","Plant biomass"
"2025","HM",1,1,288.9,"biomass","Plant biomass"
"2025","CT",0,0,291.6,"biomass","Plant biomass"
"2025","S",1,1,278.6,"biomass","Plant biomass"
"2025","MP",1,1,280.6,"biomass","Plant biomass"
"2025","6",6,6,258.2,"biomass","Plant biomass"
"2025","HM",1,1,372.5,"biomass","Plant biomass"
"2025","D",1,1,311.1,"biomass","Plant biomass"
"2025","6",6,6,193.9,"biomass","Plant biomass"
"2025","CT",0,0,196.5,"biomass","Plant biomass"
"2025","8",8,8,240.5,"biomass","Plant biomass"
"2025","A",1,1,204.7,"biomass","Plant biomass"
"2025","2",2,2,160.4,"biomass","Plant biomass"
"2025","4",4,4,293.5,"biomass","Plant biomass"
"2025","10",10,10,263.4,"biomass","Plant biomass"
"2025","A",1,1,337.1,"biomass","Plant biomass"
"2025","N",1,1,366.1,"biomass","Plant biomass"
"2025","CT",0,0,398.9,"biomass","Plant biomass"
"2025","N",1,1,432.6,"biomass","Plant biomass"
"2025","SF",1,1,287.5,"biomass","Plant biomass"
"2025","HM",1,1,375.7,"biomass","Plant biomass"
"2025","AF",1,1,337.2,"biomass","Plant biomass"
"2025","6",6,6,264.6,"biomass","Plant biomass"
"2025","I",1,1,262.3,"biomass","Plant biomass"
"2025","8",8,8,283.1,"biomass","Plant biomass"
"2025","CT",0,0,306.4,"biomass","Plant biomass"
"2025","8",8,8,260.3,"biomass","Plant biomass"
"2025","10",10,10,210.7,"biomass","Plant biomass"
"2025","A",1,1,267.6,"biomass","Plant biomass"
"2025","I",1,1,318.4,"biomass","Plant biomass"
"2025","N",1,1,522.8,"biomass","Plant biomass"
"2025","4",4,4,356.8,"biomass","Plant biomass"
"2025","CT",0,0,372.5,"biomass","Plant biomass"
"2025","4",4,4,256.1,"biomass","Plant biomass"
"2025","S",1,1,228.1,"biomass","Plant biomass"
"2025","8",8,8,234.7,"biomass","Plant biomass"
"2025","D",1,1,317.5,"biomass","Plant biomass"
"2025","MP",1,1,340.1,"biomass","Plant biomass"
"2025","A",1,1,331.3,"biomass","Plant biomass"
"2021","N",1,1,2.06027843358505,"shannon_all","Shannon diversity"
"2021","I",1,1,2.01452855826332,"shannon_all","Shannon diversity"
"2021","AF",1,1,1.91309695726619,"shannon_all","Shannon diversity"
"2021","AF",1,1,1.85738501476465,"shannon_all","Shannon diversity"
"2021","10",10,10,1.78119150815312,"shannon_all","Shannon diversity"
"2021","N",1,1,1.87864997154716,"shannon_all","Shannon diversity"
"2021","W",1,1,1.94087846138893,"shannon_all","Shannon diversity"
"2021","D",1,1,1.70946080979029,"shannon_all","Shannon diversity"
"2021","W",1,1,1.84210244625179,"shannon_all","Shannon diversity"
"2021","10",10,10,1.80157360487058,"shannon_all","Shannon diversity"
"2021","2",2,2,2.0225672019428,"shannon_all","Shannon diversity"
"2021","MP",1,1,1.89759307628137,"shannon_all","Shannon diversity"
"2021","2",2,2,1.91583343326699,"shannon_all","Shannon diversity"
"2021","8",8,8,2.02979312585218,"shannon_all","Shannon diversity"
"2021","4",4,4,1.91725432258792,"shannon_all","Shannon diversity"
"2021","4",4,4,1.91724312918305,"shannon_all","Shannon diversity"
"2021","MP",1,1,1.71240775812411,"shannon_all","Shannon diversity"
"2021","2",2,2,1.91354116836171,"shannon_all","Shannon diversity"
"2021","W",1,1,1.96200520150626,"shannon_all","Shannon diversity"
"2021","6",6,6,1.85302007411431,"shannon_all","Shannon diversity"
"2021","I",1,1,1.72442622903946,"shannon_all","Shannon diversity"
"2021","S",1,1,1.9777181313478,"shannon_all","Shannon diversity"
"2021","CT",0,0,1.86247232766799,"shannon_all","Shannon diversity"
"2021","8",8,8,1.96701411714944,"shannon_all","Shannon diversity"
"2021","N",1,1,1.85166855971007,"shannon_all","Shannon diversity"
"2021","CT",0,0,1.73511285112002,"shannon_all","Shannon diversity"
"2021","CT",0,0,1.75702878165719,"shannon_all","Shannon diversity"
"2021","I",1,1,1.85792671483666,"shannon_all","Shannon diversity"
"2021","W",1,1,1.79882793195678,"shannon_all","Shannon diversity"
"2021","HM",1,1,1.89919567400687,"shannon_all","Shannon diversity"
"2021","S",1,1,1.8977019228347,"shannon_all","Shannon diversity"
"2021","6",6,6,1.86118251532656,"shannon_all","Shannon diversity"
"2021","6",6,6,1.68279534281646,"shannon_all","Shannon diversity"
"2021","10",10,10,1.79669579504483,"shannon_all","Shannon diversity"
"2021","8",8,8,1.78725079401262,"shannon_all","Shannon diversity"
"2021","HM",1,1,1.65319461965804,"shannon_all","Shannon diversity"
"2021","4",4,4,1.8524790909269,"shannon_all","Shannon diversity"
"2021","6",6,6,1.80068416874138,"shannon_all","Shannon diversity"
"2021","I",1,1,1.84382681810624,"shannon_all","Shannon diversity"
"2021","CT",0,0,1.83472016676921,"shannon_all","Shannon diversity"
"2021","CT",0,0,1.81914728457148,"shannon_all","Shannon diversity"
