"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume","shannon_all","evenness_all","simpson_all","shannon_grass","evenness_grass","simpson_grass","shannon_herb","evenness_herb","simpson_herb","shannon_legume","evenness_legume","simpson_legume","biomass_oct","biomass_jun","biomass"
"324",16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,20,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,125,15,30,170,0.735294117647059,0.0882352941176471,0.176470588235294,2,0,0,0,1,0,1,0,1,0,1,4,"4",8,0.832179930795848,0.7552,0.444444444444444,0,1.88463480152372,0.906317760681674,0.832179930795848,1.471602888522,0.914358284437555,0.7552,0.636514168294813,0.91829583405449,0.444444444444444,0,NA,0,230.5,174.7,405.2
"325",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,10,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,105,5,70,180,0.583333333333333,0.0277777777777778,0.388888888888889,2,0,0,0,0,1,0,0,0,0,0,1,"MP",7,0.717592592592593,0.616780045351474,0,0,1.49786758904531,0.769751671099757,0.717592592592593,1.2284916775246,0.763304796061773,0.616780045351474,0,NA,0,0,NA,0,326.1,518.4,844.5
"326",18,0,0,0,0,0,0,0,0,0,0,20,0,0,0,50,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,95,25,40,160,0.59375,0.15625,0.25,2,0,0,1,1,0,0,0,0,0,0,2,"2",7,0.783203125,0.609418282548477,0.32,0,1.67375428141389,0.860139550752869,0.783203125,1.09377044724914,0.78898860005862,0.609418282548477,0.500402423538188,0.721928094887362,0.32,0,NA,0,401.5,490.2,891.7
"327",19,0,0,0,0,0,0,0,0,0,0,10,0,0,0,80,0,0,0,0,5,0,0,10,0,5,0,0,0,20,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,105,45,5,155,0.67741935483871,0.290322580645161,0.032258064516129,2,1,0,0,0,0,0,0,0,0,0,1,"W",10,0.699271592091571,0.399092970521542,0.71604938271605,0,1.68993945985045,0.73393138216361,0.699271592091571,0.800045853053124,0.577111092341761,0.399092970521542,1.42706104338072,0.886682880001534,0.71604938271605,0,NA,0,138.8,412.7,551.5
"328",20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,20,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,91,25,50,166,0.548192771084337,0.150602409638554,0.301204819277108,2,1,0,0,1,1,0,1,1,1,0,6,"6",8,0.781318043257367,0.62552831783601,0.32,0,1.70758728891663,0.821175904535017,0.781318043257367,1.19693096143588,0.743695020596137,0.62552831783601,0.500402423538188,0.721928094887362,0.32,0,NA,0,121.8,262.6,384.4
"329",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,120,0,5,125,0.96,0,0.04,2,0,0,0,0,0,0,0,1,0,0,1,"I",6,0.6176,0.586805555555556,NA,0,1.25552967322413,0.7007244525768,0.6176,1.13290158905204,0.703911334696127,0.586805555555556,NA,NA,NA,0,NA,0,325.2,262.6,587.8
"330",22,0,0,0,0,0,0,0,0,0,0,10,0,0,5,70,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,110,25,10,145,0.758620689655172,0.172413793103448,0.0689655172413793,2,0,0,0,0,0,1,0,0,0,0,1,"S",10,0.727705112960761,0.549586776859504,0.72,0,1.75864537679844,0.76376998276823,0.727705112960761,1.09657543425772,0.681340625684199,0.549586776859504,1.33217904021012,0.960964047443681,0.72,0,NA,0,209.7,168.5,378.2
"331",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,40,1,0,100,5,41,146,0.684931506849315,0.0342465753424658,0.280821917808219,2,0,0,0,0,0,0,0,0,0,0,0,"CT",8,0.785325577031338,0.705,0,0.0475907198096372,1.68769914269073,0.811611727890822,0.785325577031338,1.34916894388966,0.838285797461544,0.705,0,NA,0,0.114665282202907,0.165427033996267,0.0475907198096372,402.2,722.6,1124.8
"332",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,90,1,0,0,2,1,1,1,1,1,0,0,1,1,1,8,"8",4,0.376543209876543,0.376543209876543,NA,NA,0.760755259244303,0.548768919920977,0.376543209876543,0.760755259244303,0.548768919920977,0.376543209876543,NA,NA,NA,NA,NA,NA,226.4,447.1,673.5
"333",25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,90,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,107,10,20,137,0.781021897810219,0.072992700729927,0.145985401459854,2,0,1,0,0,0,0,0,0,0,0,1,"N",7,0.535031168416005,0.281421958249629,0,0,1.13168598259561,0.581571550538964,0.535031168416005,0.597539948276534,0.371272444659154,0.281421958249629,0,NA,0,0,NA,0,438.3,826.5,1264.8
"334",26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,100,5,70,175,0.571428571428571,0.0285714285714286,0.4,2,0,0,0,0,0,0,0,0,0,0,0,"CT",7,0.703673469387755,0.585,0,0,1.44971508384173,0.745006178494687,0.703673469387755,1.15821469340122,0.719639250730427,0.585,0,NA,0,0,NA,0,445.8,696.9,1142.7
"335",27,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,20,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,115,15,41,171,0.672514619883041,0.087719298245614,0.239766081871345,2,0,0,0,0,0,0,0,0,0,0,0,"CT",9,0.786224821312541,0.657844990548204,0.444444444444444,0.0475907198096372,1.7779721891093,0.809190015189436,0.786224821312541,1.29655817038415,0.805596885948365,0.657844990548204,0.636514168294813,0.91829583405449,0.444444444444444,0.114665282202907,0.165427033996267,0.0475907198096372,223.4,363.9,587.3
"336",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,110,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,"I",5,0.450413223140496,0.450413223140496,NA,NA,0.948587531627576,0.589390571887884,0.450413223140496,0.948587531627576,0.589390571887884,0.450413223140496,NA,NA,NA,NA,NA,NA,206,310.8,516.8
"337",29,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,105,15,5,125,0.84,0.12,0.04,2,1,0,0,0,0,0,0,0,0,0,1,"W",7,0.6944,0.580498866213152,0.444444444444444,0,1.48519481146564,0.763239151708345,0.6944,1.04663048658322,0.754984306318409,0.580498866213152,0.636514168294813,0.91829583405449,0.444444444444444,0,NA,0,194.5,344.3,538.8
"338",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,95,10,50,155,0.612903225806452,0.0645161290322581,0.32258064516129,2,0,0,0,1,0,0,0,0,0,0,1,"HM",7,0.747138397502602,0.609418282548477,0.5,0,1.55693710653775,0.800107398223708,0.747138397502602,1.09377044724914,0.78898860005862,0.609418282548477,0.693147180559945,1,0.5,0,NA,0,392.8,391.6,784.4
"339",31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,70,0,0,0,0,5,0,0,20,0,0,0,0,0,5,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,105,15,20,140,0.75,0.107142857142857,0.142857142857143,2,0,0,0,0,0,1,0,0,0,0,1,"S",8,0.698979591836735,0.507936507936508,0.666666666666667,0,1.56708122929332,0.753606772723886,0.698979591836735,0.955080798665658,0.688945165941607,0.507936507936508,1.09861228866811,1,0.666666666666667,0,NA,0,226.8,206.5,433.3
"340",32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,0,5,0,0,30,0,1,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,96,21,5,122,0.786885245901639,0.172131147540984,0.040983606557377,2,0,0,1,0,0,1,1,1,1,1,6,"6",11,0.808384842784198,0.704210069444444,0.770975056689342,0,1.89917758799049,0.792018571259008,0.808384842784198,1.29190075488696,0.8027030709952,0.704210069444444,1.51172442588142,0.9392871972272,0.770975056689342,0,NA,0,223.1,229.8,452.9
"341",33,0,0,0,0,0,0,0,0,0,1,5,0,0,1,30,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,10,0,0,110,19,10,139,0.79136690647482,0.136690647482014,0.0719424460431655,2,0,1,1,1,0,1,1,0,1,0,6,"6",11,0.74488898090161,0.611570247933884,0.642659279778393,0,1.71255171395714,0.71418953670924,0.74488898090161,1.12095039267358,0.808594786296358,0.611570247933884,1.30901579537113,0.730575625720059,0.642659279778393,0,NA,0,166.4,202.3,368.7
"342",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,95,1,0,0,2,1,1,1,1,1,1,1,1,1,1,10,"10",5,0.653739612188366,0.653739612188366,NA,NA,1.2947749214475,0.804488891087011,0.653739612188366,1.2947749214475,0.804488891087011,0.653739612188366,NA,NA,NA,NA,NA,NA,243.1,564.1,807.2
"343",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,110,2,5,117,0.94017094017094,0.0170940170940171,0.0427350427350427,2,1,1,1,1,0,1,0,1,1,1,8,"8",6,0.640075973409307,0.59504132231405,0.5,0,1.20953777910168,0.675055887731842,0.640075973409307,0.994923632571775,0.905618517864896,0.59504132231405,0.693147180559945,1,0.5,0,NA,0,250.4,515.7,766.1
"344",36,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,105,20,30,155,0.67741935483871,0.129032258064516,0.193548387096774,2,0,0,0,1,0,0,0,0,0,0,1,"HM",9,0.780437044745057,0.616780045351474,0.625,0,1.81226149027019,0.82479574867457,0.780437044745057,1.2284916775246,0.763304796061773,0.616780045351474,1.03972077083992,0.946394630357186,0.625,0,NA,0,433.4,775,1208.4
"345",37,0,0,0,0,0,0,0,0,0,0,5,0,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,100,5,35,140,0.714285714285714,0.0357142857142857,0.25,2,0,1,0,0,0,1,0,1,0,1,4,"4",8,0.818877551020408,0.74,0,0.244897959183674,1.85902476874642,0.894001938253405,0.818877551020408,1.47080847632211,0.913864688385321,0.74,0,NA,0,0.410116318288409,0.591672778582327,0.244897959183674,293.9,663.5,957.4
"346",38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,110,0.909090909090909,0.0909090909090909,0,2,1,0,1,0,1,1,0,1,0,1,6,"6",5,0.648760330578512,0.585,0,NA,1.225238924972,0.761283747267364,0.648760330578512,1.01266311038503,0.730482023721841,0.585,0,NA,0,NA,NA,NA,90.9,357.9,448.8
"347",39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,100,5,51,156,0.641025641025641,0.032051282051282,0.326923076923077,2,0,0,0,0,0,0,0,1,0,0,1,"I",8,0.731837606837607,0.6,0,0.0384467512495195,1.57926358874527,0.759465249246436,0.731837606837607,1.22752941145721,0.762706906537766,0.6,0,NA,0,0.0965089607359473,0.139232999055099,0.0384467512495195,340.9,683.9,1024.8
"348",40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,40,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,80,10,50,140,0.571428571428571,0.0714285714285714,0.357142857142857,2,0,0,0,0,0,0,0,0,0,0,0,"CT",8,0.760204081632653,0.6640625,0.5,0,1.6681739719974,0.80222210558023,0.760204081632653,1.2996509635499,0.807518546387612,0.6640625,0.693147180559945,1,0.5,0,NA,0,328.6,607.4,936
"349",41,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,10,0,1,0,0,0,5,0,0,30,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,115,16,50,181,0.6353591160221,0.0883977900552486,0.276243093922652,2,0,0,0,0,0,0,0,0,0,0,0,"CT",9,0.775617349897744,0.642722117202268,0.5078125,0,1.72628886900748,0.785667922529944,0.775617349897744,1.25105833179593,0.77732624671668,0.642722117202268,0.830523691482846,0.755975242630612,0.5078125,0,NA,0,469.3,427.1,896.4
"350",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,75,0,80,155,0.483870967741935,0,0.516129032258065,2,0,0,0,0,1,0,0,0,0,0,1,"MP",6,0.622268470343392,0.524444444444444,NA,0,1.21548511264976,0.678375157784673,0.622268470343392,1.08057384836485,0.671398281360604,0.524444444444444,NA,NA,NA,0,NA,0,626,550.1,1176.1
"351",43,0,0,0,0,0,0,0,0,5,0,5,0,0,5,70,0,0,0,0,10,0,0,20,0,1,0,0,0,5,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,5,10,0,0,0,0,0,5,0,10,0,0,96,56,10,162,0.592592592592593,0.345679012345679,0.0617283950617284,2,0,0,0,0,0,1,0,0,0,0,1,"S",15,0.778920896204847,0.422092013888889,0.880102040816326,0,2.05818657164152,0.760025264968799,0.778920896204847,0.758551295877155,0.547179096410934,0.422092013888889,2.19710117653739,0.954188917153331,0.880102040816326,0,NA,0,351.7,221.4,573.1
"352",44,0,0,0,0,0,0,0,0,0,1,5,0,0,5,30,0,0,0,0,5,0,0,5,0,5,0,0,0,5,0,0,5,5,0,0,0,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,5,0,60,0,0,45,42,60,147,0.306122448979592,0.285714285714286,0.408163265306122,2,0,0,0,0,1,0,0,0,0,0,1,"MP",15,0.778934703132954,0.518518518518519,0.885487528344671,0,2.02297897883951,0.747024179247539,0.778934703132954,1.00271826451752,0.723308333814104,0.518518518518519,2.20487160644137,0.957563571982644,0.885487528344671,0,NA,0,410.4,360,770.4
"353",45,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,0,77,0.805194805194805,0.194805194805195,0,2,1,0,0,0,0,0,0,0,0,0,1,"W",5,0.371394838927306,0.0629552549427678,0.444444444444444,NA,0.749861081263593,0.465914885855714,0.371394838927306,0.164865453862413,0.150067003221206,0.0629552549427678,0.636514168294813,0.91829583405449,0.444444444444444,NA,NA,NA,257.2,598.3,855.5
"354",46,0,0,0,0,0,0,0,0,0,0,10,0,0,0,80,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,20,10,0,0,0,0,10,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,20,5,0,130,21,25,176,0.738636363636364,0.119318181818182,0.142045454545455,2,0,0,0,0,0,0,0,0,0,0,0,"CT",11,0.752195247933884,0.579881656804734,0.657596371882086,0.32,1.83732266479756,0.766223064718497,0.752195247933884,1.17865499634165,0.732339525020296,0.579881656804734,1.1816543399005,0.852383428109684,0.657596371882086,0.500402423538188,0.721928094887362,0.32,339.5,799.7,1139.2
"355",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,40,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,0,120,0.958333333333333,0.0416666666666667,0,2,1,1,0,0,0,0,0,1,0,1,4,"4",4,0.545138888888889,0.506616257088847,0,NA,0.945456540845766,0.68200273142711,0.545138888888889,0.80582747905731,0.73349578133178,0.506616257088847,0,NA,0,NA,NA,NA,393.3,495.5,888.8
"356",48,0,0,0,0,0,0,0,0,0,0,5,0,0,0,80,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,30,0,0,100,10,30,140,0.714285714285714,0.0714285714285714,0.214285714285714,2,0,0,0,0,0,0,0,0,0,0,0,"CT",8,0.619897959183674,0.35,0.5,0,1.36391963977503,0.655906700158166,0.619897959183674,0.777661295762166,0.483188130311928,0.35,0.693147180559945,1,0.5,0,NA,0,367.7,726.3,1094
"357",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,81,1,0,0,2,1,1,1,1,1,1,1,1,1,1,10,"10",3,0.512117055326932,0.512117055326932,NA,NA,0.75111142221423,0.683691080066865,0.512117055326932,0.75111142221423,0.683691080066865,0.512117055326932,NA,NA,NA,NA,NA,NA,189.7,552.5,742.2
"358",50,0,0,0,0,0,0,0,0,0,0,5,0,0,0,80,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,116,5,5,126,0.920634920634921,0.0396825396825397,0.0396825396825397,2,0,1,0,1,0,0,0,0,0,0,2,"2",7,0.560594608213656,0.485285374554102,0,0,1.20418511440035,0.618828734196668,0.560594608213656,0.94712625371756,0.588482628873291,0.485285374554102,0,NA,0,0,NA,0,278.8,730.3,1009.1
"359",51,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,5,0,135,0.962962962962963,0.037037037037037,0,2,1,1,1,1,1,0,1,1,0,1,8,"8",4,0.598079561042524,0.568047337278107,0,NA,1.03568671948463,0.747090047057517,0.598079561042524,0.911017539712563,0.829243900791447,0.568047337278107,0,NA,0,NA,NA,NA,386.1,465.9,852
"360",52,0,0,0,0,0,0,0,0,0,0,30,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,106,30,10,146,0.726027397260274,0.205479452054795,0.0684931506849315,2,0,0,1,0,0,0,0,0,0,0,1,"D",7,0.745449427659974,0.606087575649697,0,0,1.56854548049285,0.806072922356839,0.745449427659974,1.13950367677569,0.708013442439859,0.606087575649697,0,NA,0,0,NA,0,357,638.2,995.2
"361",53,0,0,0,0,0,0,0,0,0,0,10,0,0,0,70,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,20,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,115,15,35,165,0.696969696969697,0.0909090909090909,0.212121212121212,2,0,0,0,0,0,0,0,0,0,1,1,"SF",9,0.758494031221304,0.582230623818525,0.444444444444444,0.244897959183674,1.75707059304766,0.799677288872229,0.758494031221304,1.16746948630598,0.725389576874268,0.582230623818525,0.636514168294813,0.91829583405449,0.444444444444444,0.410116318288409,0.591672778582327,0.244897959183674,458.7,383.3,842
"362",54,0,0,0,0,0,0,0,0,0,0,10,0,0,0,70,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,100,15,30,145,0.689655172413793,0.103448275862069,0.206896551724138,2,0,0,0,0,1,0,1,0,0,0,2,"2",7,0.69678953626635,0.465,0.444444444444444,0,1.48354302875953,0.762390303313721,0.69678953626635,0.871133270599332,0.62838982472352,0.465,0.636514168294813,0.91829583405449,0.444444444444444,0,NA,0,469.4,319,788.4
"363",55,0,0,0,0,0,0,0,0,0,1,5,0,0,0,30,0,0,0,0,5,0,0,10,0,1,0,0,0,0,0,0,5,1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,51,17,60,128,0.3984375,0.1328125,0.46875,2,0,0,0,0,0,0,0,0,1,0,1,"AF",11,0.71142578125,0.595924644367551,0.73356401384083,0,1.6414178113885,0.684524395209697,0.71142578125,1.16405795617244,0.723269874021999,0.595924644367551,1.41312106837907,0.878021486546117,0.73356401384083,0,NA,0,375.7,285.2,660.9
"364",56,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,85,20,20,125,0.68,0.16,0.16,2,0,0,0,0,0,0,0,0,0,1,1,"SF",8,0.8192,0.719723183391003,0,0,1.88803323819311,0.907952063258242,0.8192,1.52846571006102,0.853052955104256,0.719723183391003,0,NA,0,0,NA,0,267.2,860.1,1127.3
"365",57,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,5,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,100,0.9,0.1,0,2,1,1,0,0,0,0,0,0,0,0,2,"2",6,0.725,0.67283950617284,0,NA,1.48779838000165,0.830356086044652,0.725,1.29190600734467,0.80270633453067,0.67283950617284,0,NA,0,NA,NA,NA,331.8,531.9,863.7
"366",58,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,0,75,0.866666666666667,0.133333333333333,0,2,1,1,1,0,0,1,0,1,0,1,6,"6",4,0.622222222222222,0.520710059171598,0,NA,1.136916591833,0.820111964470926,0.622222222222222,0.858740913006287,0.781659664527667,0.520710059171598,0,NA,0,NA,NA,NA,228,462.8,690.8
"367",59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,5,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,100,15,0,115,0.869565217391304,0.130434782608696,0,2,1,0,0,0,0,1,0,0,0,0,2,"2",8,0.725897920604915,0.645,0.666666666666667,NA,1.60668108086703,0.772650275885663,0.725897920604915,1.23759716823256,0.768962355534937,0.645,1.09861228866811,1,0.666666666666667,NA,NA,NA,237.7,468.3,706
"368",60,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,115,10,30,155,0.741935483870968,0.0645161290322581,0.193548387096774,2,0,0,0,0,0,0,0,0,0,1,1,"SF",7,0.77003121748179,0.657844990548204,0,0,1.67810397145214,0.862374849253349,0.77003121748179,1.29655817038415,0.805596885948365,0.657844990548204,0,NA,0,0,NA,0,326.9,724.9,1051.8
"369",61,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,110,5,40,155,0.709677419354839,0.032258064516129,0.258064516129032,2,0,1,0,0,1,0,1,1,0,0,4,"4",7,0.778355879292404,0.694214876033058,0,0,1.67363807022363,0.86007983001483,0.778355879292404,1.3667110520552,0.849185322090619,0.694214876033058,0,NA,0,0,NA,0,282.3,801.6,1083.9
